weight,B2,BNPL1,EF1,EF3_f,EF7,B0_a,B0_b,B0_c,ppagecat,ppgender,ppinc7,educ_4cat,BNPL1_bin,B0_a_r,B0_b_r,B0_c_r,B2_r,EF1_r,EF3_f_r,EF7_r,VULN_PCA1
2.0032,Living comfortably,Yes,Yes,No,$500 to $999,Very little,Very little,Very little,35-44,Male,"$75,000 to $99,999",High school degree or GED,1,3,1,1,0,0,0,2,-0.6984890338752292
1.7033,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Very little,45-54,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,1,0,0,0,0,-1.2842829197479382
1.3315,Doing okay,No,No,No,"$1,000 to $1,999",Somewhat,Somewhat,Completely,35-44,Female,"$150,000 or more",Bachelor's degree or more,0,2,2,4,1,1,0,1,0.5784988583316685
1.0991,Finding it difficult to get by,Yes,No,No,$500 to $999,Very well,Very well,Very well,55-64,Male,"$100,000 to $149,999",High school degree or GED,1,1,3,3,3,1,0,2,1.3458272799747568
2.5409,Just getting by,No,No,No,$500 to $999,Completely,Very well,Somewhat,25-34,Male,"$150,000 or more",Some college/technical or associates degree,0,0,3,2,2,1,0,2,1.1224734110833374
1.0071,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Very well,Somewhat,45-54,Female,"$100,000 to $149,999",Bachelor's degree or more,0,2,3,2,1,0,0,0,-0.0780863294267584
0.6864,Doing okay,No,No,No,"$2,000 or more",Not at all,Somewhat,Somewhat,35-44,Male,"$100,000 to $149,999",Bachelor's degree or more,0,4,2,2,1,1,0,0,-0.20467983154126398
0.698,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
1.247,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,45-54,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.4193,Doing okay,No,Yes,No,"$2,000 or more",Very little,Very little,Somewhat,65-74,Male,"$25,000 to $49,999",Some college/technical or associates degree,0,3,1,2,1,0,0,0,-0.5643048260903503
0.7721,Living comfortably,Yes,No,No,Under $100,Somewhat,Somewhat,Somewhat,45-54,Female,"$10,000 to $24,999",High school degree or GED,1,2,2,2,0,1,0,4,0.41537002394699657
1.2549,Just getting by,Yes,Yes,No,"$1,000 to $1,999",Somewhat,Very well,Very well,45-54,Female,"$150,000 or more",Bachelor's degree or more,1,2,3,3,2,0,0,1,0.44336734645230375
0.758,Doing okay,No,No,No,"$2,000 or more",Somewhat,Somewhat,Somewhat,35-44,Male,"$100,000 to $149,999",Bachelor's degree or more,0,2,2,2,1,1,0,0,0.1333401370378996
0.5219,Living comfortably,No,Yes,No,Under $100,Very little,Very little,Completely,25-34,Male,"$25,000 to $49,999",Bachelor's degree or more,0,3,1,4,0,0,0,4,0.03379395941445443
1.4376,Living comfortably,Yes,Yes,No,"$2,000 or more",Very little,Very little,Very little,75+,Male,"$150,000 or more",High school degree or GED,1,3,1,1,0,0,0,0,-0.9566686792713515
0.8547,Doing okay,No,Yes,No,"$2,000 or more",Very well,Very well,Completely,25-34,Male,"$25,000 to $49,999",Some college/technical or associates degree,0,1,3,4,1,0,0,0,0.4069925534585311
1.1273,Just getting by,No,No,No,Under $100,Very little,Very little,Very little,25-34,Male,"$25,000 to $49,999",Some college/technical or associates degree,0,3,1,1,2,1,0,4,0.3983801419388505
1.063,Doing okay,Yes,No,No,"$1,000 to $1,999",Not at all,Very little,Somewhat,45-54,Male,"$100,000 to $149,999",Some college/technical or associates degree,1,4,1,2,1,1,0,1,-0.23419426503020788
0.8224,Just getting by,No,Yes,No,$100 to $499,Very little,Somewhat,Somewhat,35-44,Male,"$100,000 to $149,999",Bachelor's degree or more,0,3,2,2,2,0,0,3,0.21589830207398533
1.1722,Doing okay,No,No,Yes,$100 to $499,Very little,Very little,Somewhat,35-44,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,3,1,2,1,1,1,3,0.5666550872811222
1.1609,Doing okay,No,Yes,No,"$2,000 or more",Very little,Very little,Somewhat,55-64,Male,"$100,000 to $149,999",High school degree or GED,0,3,1,2,1,0,0,0,-0.5643048260903503
0.5574,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,75+,Female,"$75,000 to $99,999",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.6936,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
1.6128,Just getting by,No,No,No,$500 to $999,Somewhat,Somewhat,Somewhat,45-54,Male,"$75,000 to $99,999",High school degree or GED,0,2,2,2,2,1,0,2,0.6258491863171692
0.1907,Doing okay,No,Yes,No,"$2,000 or more",Very little,Very little,Very little,35-44,Male,"$50,000 to $74,999",Bachelor's degree or more,0,3,1,1,1,0,0,0,-0.722339275388204
0.9606,Finding it difficult to get by,Yes,No,No,Under $100,Completely,Completely,Completely,25-34,Female,"$25,000 to $49,999",Some college/technical or associates degree,1,0,4,4,3,1,0,4,2.08965561514532
0.5558,Doing okay,Yes,No,No,$100 to $499,Very little,Somewhat,Very well,55-64,Male,"$50,000 to $74,999",Bachelor's degree or more,1,3,2,3,1,1,0,3,0.5096340701403549
0.7627,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,4,0,0,0,0,0,0,-1.4423173690457922
2.1818,Just getting by,No,No,Yes,Under $100,Completely,Not at all,Completely,55-64,Female,"$10,000 to $24,999",High school degree or GED,0,0,0,4,2,1,1,4,1.5945689091397786
1.0827,Finding it difficult to get by,No,No,No,Under $100,Completely,Completely,Completely,35-44,Female,"$50,000 to $74,999",Some college/technical or associates degree,0,0,4,4,3,1,0,4,2.08965561514532
0.7227,Doing okay,No,Yes,No,"$1,000 to $1,999",Somewhat,Somewhat,Very well,75+,Female,"$50,000 to $74,999",Bachelor's degree or more,0,2,2,3,1,0,0,1,0.05043368638215149
0.847,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,55-64,Female,"$75,000 to $99,999",Some college/technical or associates degree,0,4,0,0,0,0,0,0,-1.4423173690457922
0.8846,Doing okay,No,No,No,Under $100,Somewhat,Very well,Very well,55-64,Female,"$10,000 to $24,999",Less than a high school degree,0,2,3,3,1,1,0,4,0.9663381333150028
0.6915,Doing okay,No,No,No,Under $100,Somewhat,Somewhat,Very well,55-64,Female,"$25,000 to $49,999",High school degree or GED,0,2,2,3,1,1,0,4,0.8077338771279977
1.3915,Just getting by,Yes,No,No,Under $100,Completely,Not at all,Completely,35-44,Female,"Less than $10,000",Less than a high school degree,1,0,0,4,2,1,0,4,1.2209091865141524
1.2881,Doing okay,No,Yes,No,$100 to $499,Somewhat,Somewhat,Somewhat,65-74,Male,"$75,000 to $99,999",Some college/technical or associates degree,0,2,2,2,1,0,0,3,0.1505788824804198
0.7139,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,75+,Male,"$50,000 to $74,999",Bachelor's degree or more,0,4,0,0,1,0,0,0,-1.2079879651626448
0.92,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Somewhat,Very little,65-74,Male,"$150,000 or more",Some college/technical or associates degree,0,4,2,1,1,0,0,0,-0.7327450034907809
1.3603,Just getting by,No,No,No,"$1,000 to $1,999",Somewhat,Somewhat,Somewhat,25-34,Male,"$25,000 to $49,999",Some college/technical or associates degree,0,2,2,2,2,1,0,1,0.49675936361910805
1.9028,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,35-44,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
1.0563,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Not at all,Very little,45-54,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,4,0,1,1,0,0,0,-1.0499535158647908
1.8761,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Somewhat,Completely,65-74,Male,"$100,000 to $149,999",High school degree or GED,0,2,2,4,1,0,0,0,0.07937831298194425
1.1731,Doing okay,No,No,No,"$1,000 to $1,999",Very little,Very little,Very little,55-64,Male,"$150,000 or more",Some college/technical or associates degree,0,3,1,1,1,1,0,1,-0.22321873003847997
0.7856,Doing okay,No,Yes,No,"$2,000 or more",Very little,Somewhat,Very well,45-54,Male,"$150,000 or more",Bachelor's degree or more,0,3,2,3,1,0,0,0,-0.2476661206054914
0.8399,Doing okay,No,Yes,No,"$1,000 to $1,999",Very well,Somewhat,Somewhat,35-44,Female,"$25,000 to $49,999",Some college/technical or associates degree,0,1,2,2,1,0,0,1,0.0614092213738795
0.5637,Doing okay,No,No,No,"$1,000 to $1,999",Somewhat,Somewhat,Somewhat,75+,Male,"$100,000 to $149,999",Bachelor's degree or more,0,2,2,2,1,1,0,1,0.2624299597359606
0.6462,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,75+,Female,"$75,000 to $99,999",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.4153,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Somewhat,Very well,45-54,Male,"$75,000 to $99,999",Bachelor's degree or more,0,2,2,3,1,0,0,0,-0.0786561363159096
0.9365,Living comfortably,No,No,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,1,0,0,-1.072286646394129
1.0535,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Somewhat,Somewhat,65-74,Male,"$25,000 to $49,999",Less than a high school degree,0,2,2,2,1,0,0,0,-0.23669058561376344
1.4224,Doing okay,No,Yes,No,"$2,000 or more",Very well,Very well,Very well,55-64,Female,"$75,000 to $99,999",High school degree or GED,0,1,3,3,1,0,0,0,0.24895810416067718
0.6936,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,75+,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.662,Just getting by,No,Yes,No,$100 to $499,Somewhat,Somewhat,Completely,75+,Male,"$25,000 to $49,999",Some college/technical or associates degree,0,2,2,4,2,0,0,3,0.7009771849592747
0.323,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Somewhat,Very little,65-74,Female,"$50,000 to $74,999",Some college/technical or associates degree,0,2,2,1,1,0,0,0,-0.3947250349116173
0.9392,Doing okay,No,Yes,No,"$1,000 to $1,999",Very little,Somewhat,Very well,55-64,Male,"$75,000 to $99,999",High school degree or GED,0,3,2,3,1,0,0,1,-0.11857629790743032
1.1864,Doing okay,No,No,No,"$2,000 or more",Very little,Very little,Very little,35-44,Male,"$25,000 to $49,999",High school degree or GED,0,3,1,1,1,1,0,0,-0.3523085527365411
0.8988,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Not at all,Not at all,45-54,Male,"$150,000 or more",Some college/technical or associates degree,0,3,0,0,0,0,0,0,-1.2733073847562104
1.6851,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Very little,45-54,Female,"$150,000 or more",Some college/technical or associates degree,0,4,0,1,0,0,0,0,-1.2842829197479382
0.6603,Doing okay,Yes,Yes,No,"$2,000 or more",Very little,Very little,Somewhat,35-44,Male,"$75,000 to $99,999",Bachelor's degree or more,1,3,1,2,1,0,0,0,-0.5643048260903503
0.47,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Very well,Very well,45-54,Male,"$25,000 to $49,999",Bachelor's degree or more,0,2,3,3,1,0,0,0,0.07994811987109539
1.0696,Doing okay,No,Yes,No,"$2,000 or more",Very little,Not at all,Very little,45-54,Male,"$150,000 or more",Some college/technical or associates degree,0,3,0,1,1,0,0,0,-0.880943531575209
0.746,Finding it difficult to get by,Yes,No,No,$100 to $499,Very well,Completely,Completely,45-54,Female,"$25,000 to $49,999",Bachelor's degree or more,1,1,4,4,3,1,0,3,1.7915558081576772
0.6324,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Completely,Not at all,75+,Male,"$150,000 or more",Bachelor's degree or more,0,4,4,0,0,0,0,0,-0.8079003442977719
1.094,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Completely,Very little,35-44,Female,"$75,000 to $99,999",Bachelor's degree or more,0,4,4,1,0,0,0,0,-0.6498658949999182
0.3476,Doing okay,No,No,No,"$2,000 or more",Somewhat,Somewhat,Somewhat,55-64,Male,"$50,000 to $74,999",Some college/technical or associates degree,0,2,2,2,1,1,0,0,0.1333401370378996
0.8802,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Somewhat,Somewhat,65-74,Female,"$75,000 to $99,999",High school degree or GED,0,2,2,2,1,0,0,0,-0.23669058561376344
0.9613,Doing okay,Yes,Yes,No,"$2,000 or more",Somewhat,Somewhat,Very well,65-74,Female,"$150,000 or more",Bachelor's degree or more,1,2,2,3,1,0,0,0,-0.0786561363159096
0.8364,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Somewhat,Somewhat,75+,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,4,2,2,1,0,0,0,-0.574710554192927
1.5095,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,35-44,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.602,Doing okay,No,Yes,No,"$2,000 or more",Very little,Somewhat,Very little,35-44,Male,"$75,000 to $99,999",Bachelor's degree or more,0,3,2,1,1,0,0,0,-0.5637350192011992
0.4786,Living comfortably,No,Yes,No,"$2,000 or more",Somewhat,Very little,Somewhat,75+,Male,"$75,000 to $99,999",Bachelor's degree or more,0,2,1,2,0,0,0,0,-0.6296242456839158
1.2567,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Somewhat,Very well,55-64,Female,"$150,000 or more",Some college/technical or associates degree,0,2,2,3,1,0,0,0,-0.0786561363159096
0.2018,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Somewhat,Not at all,25-34,Male,"$25,000 to $49,999",Bachelor's degree or more,0,4,2,0,1,0,0,0,-0.8907794527886346
1.0566,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Very little,25-34,Male,"$150,000 or more",Bachelor's degree or more,0,3,1,1,0,0,0,0,-0.9566686792713515
2.8467,Living comfortably,Yes,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,35-44,Male,"$150,000 or more",High school degree or GED,1,4,0,0,0,0,0,0,-1.4423173690457922
1.0206,Doing okay,No,Yes,No,"$1,000 to $1,999",Somewhat,Somewhat,Somewhat,35-44,Male,"$50,000 to $74,999",Some college/technical or associates degree,0,2,2,2,1,0,0,1,-0.10760076291570236
0.5813,Doing okay,No,Yes,No,"$2,000 or more",Very little,Very well,Very well,65-74,Male,"$25,000 to $49,999",Bachelor's degree or more,0,3,3,3,1,0,0,0,-0.08906186441848636
0.5721,Doing okay,No,No,No,Under $100,Somewhat,Completely,Completely,55-64,Female,"$10,000 to $24,999",Some college/technical or associates degree,0,2,4,4,1,1,0,4,1.2829768387998617
0.8568,Doing okay,No,Yes,No,"$2,000 or more",Very little,Very little,Somewhat,55-64,Female,"$100,000 to $149,999",Bachelor's degree or more,0,3,1,2,1,0,0,0,-0.5643048260903503
0.7471,Doing okay,Yes,Yes,No,"$2,000 or more",Very little,Not at all,Very little,65-74,Female,"$50,000 to $74,999",Some college/technical or associates degree,1,3,0,1,1,0,0,0,-0.880943531575209
0.4877,Just getting by,No,No,No,$500 to $999,Somewhat,Somewhat,Completely,55-64,Male,"$50,000 to $74,999",Bachelor's degree or more,0,2,2,4,2,1,0,2,0.9419180849128769
0.398,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Somewhat,45-54,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,2,0,0,0,0,-1.1262484704500844
0.6208,Doing okay,No,Yes,No,$500 to $999,Somewhat,Somewhat,Somewhat,55-64,Female,"$25,000 to $49,999",Some college/technical or associates degree,0,2,2,2,1,0,0,2,0.021489059782358724
1.247,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Somewhat,Very well,45-54,Female,"$150,000 or more",Bachelor's degree or more,0,2,2,3,1,0,0,0,-0.0786561363159096
1.1861,Doing okay,No,No,No,$100 to $499,Not at all,Not at all,Not at all,25-34,Male,"$50,000 to $74,999",Some college/technical or associates degree,0,4,0,0,1,1,0,3,-0.4506877744167983
0.6978,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,55-64,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.6517,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Male,"$75,000 to $99,999",Some college/technical or associates degree,0,4,0,0,0,0,0,0,-1.4423173690457922
0.7697,Just getting by,No,Yes,No,"$1,000 to $1,999",Somewhat,Somewhat,Somewhat,35-44,Male,"$50,000 to $74,999",Some college/technical or associates degree,0,2,2,2,2,0,0,1,0.12672864096744496
0.9915,Doing okay,No,No,No,$100 to $499,Somewhat,Somewhat,Somewhat,45-54,Female,"$50,000 to $74,999",Some college/technical or associates degree,0,2,2,2,1,1,0,3,0.5206096051320828
1.2803,Living comfortably,No,No,No,"$2,000 or more",Very little,Very little,Very little,25-34,Female,"$100,000 to $149,999",Bachelor's degree or more,0,3,1,1,0,1,0,0,-0.5866379566196884
2.4063,Doing okay,Yes,Yes,No,"$1,000 to $1,999",Not at all,Somewhat,Somewhat,35-44,Male,"$75,000 to $99,999",Less than a high school degree,1,4,2,2,1,0,0,1,-0.445620731494866
0.8051,Just getting by,No,No,No,"$1,000 to $1,999",Very little,Completely,Completely,45-54,Female,"$50,000 to $74,999",Some college/technical or associates degree,0,3,4,4,2,1,0,1,0.961026790299244
1.0066,Living comfortably,No,Yes,No,"$1,000 to $1,999",Not at all,Not at all,Not at all,65-74,Female,"$100,000 to $149,999",Some college/technical or associates degree,0,4,0,0,0,0,0,1,-1.3132275463477312
0.6161,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Not at all,Very little,75+,Male,"$150,000 or more",Bachelor's degree or more,0,3,0,1,0,0,0,0,-1.1152729354583564
0.5493,Doing okay,No,Yes,No,$500 to $999,Somewhat,Somewhat,Somewhat,65-74,Female,"Less than $10,000",High school degree or GED,0,2,2,2,1,0,0,2,0.021489059782358724
0.7995,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Very little,55-64,Female,"$50,000 to $74,999",Bachelor's degree or more,0,4,0,1,0,0,0,0,-1.2842829197479382
0.9358,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,75+,Male,"$25,000 to $49,999",Less than a high school degree,0,4,0,0,0,0,0,0,-1.4423173690457922
0.513,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Very well,Very well,55-64,Female,"$10,000 to $24,999",High school degree or GED,0,2,3,3,1,0,0,0,0.07994811987109539
0.4976,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Very little,Very little,75+,Male,"$100,000 to $149,999",Bachelor's degree or more,0,4,1,1,0,0,0,0,-1.1256786635609333
1.0899,Living comfortably,No,Yes,No,"$1,000 to $1,999",Somewhat,Somewhat,Very little,75+,Female,"$150,000 or more",Some college/technical or associates degree,0,2,2,1,0,0,0,1,-0.4999646160967036
0.5751,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,75+,Female,"$25,000 to $49,999",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.86,Doing okay,No,Yes,No,$100 to $499,Very well,Very well,Completely,65-74,Male,"$25,000 to $49,999",Some college/technical or associates degree,0,1,3,4,1,0,0,3,0.7942620215527143
0.5703,Doing okay,No,No,No,$100 to $499,Somewhat,Somewhat,Somewhat,65-74,Female,"$10,000 to $24,999",Some college/technical or associates degree,0,2,2,2,1,1,0,3,0.5206096051320828
1.041,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Very little,Somewhat,55-64,Female,"$100,000 to $149,999",Some college/technical or associates degree,0,4,1,2,0,0,0,0,-0.9676442142630793
0.7644,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Not at all,Completely,45-54,Female,"$75,000 to $99,999",Bachelor's degree or more,0,2,0,4,1,0,0,0,-0.23783019939206576
0.652,Doing okay,No,Yes,No,"$2,000 or more",Very well,Somewhat,Very well,65-74,Female,"$25,000 to $49,999",Some college/technical or associates degree,0,1,2,3,1,0,0,0,0.09035384797367221
0.7856,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Very little,Somewhat,45-54,Male,"$150,000 or more",Bachelor's degree or more,0,2,1,2,1,0,0,0,-0.3952948418007685
